source,target,weight,correlation,col
B484,P121,0.871008726,0.871008726,1
B484,P125,0.712014401,0.712014401,1
B484,P126,0.652104597,0.652104597,1
B484,P128,0.805781227,-0.805781227,-1
B484,P130,0.702455581,0.702455581,1
B484,P137,0.731805987,0.731805987,1
B484,P140,0.646713553,-0.646713553,-1
B484,P144,0.648241235,-0.648241235,-1
B484,P145,0.769530957,-0.769530957,-1
B484,P146,0.604506259,-0.604506259,-1
B484,P151,0.745838403,0.745838403,1
B484,P155,0.773207819,0.773207819,1
B484,P156,0.811060521,0.811060521,1
B484,P160,0.663974724,-0.663974724,-1
B484,P164,0.84442995,0.84442995,1
B484,P175,0.632196685,-0.632196685,-1
B484,P179,0.757904091,-0.757904091,-1
B484,P191,0.721024028,-0.721024028,-1
B484,BN2,0.677636615,-0.677636615,-1
B484,BN6,0.693749233,0.693749233,1
B484,BN10,0.691996322,0.691996322,1
B484,OP8,0.783448356,0.783448356,1
B484,OP10,0.637425107,0.637425107,1
B487,B493,0.797157879,-0.797157879,-1
B487,B496,0.831147444,-0.831147444,-1
B487,B510,0.639032839,-0.639032839,-1
B487,B517,0.746349795,0.746349795,1
B487,B519,0.827410858,-0.827410858,-1
B487,B520,0.849078279,-0.849078279,-1
B487,B523,0.796225441,-0.796225441,-1
B487,B539,0.775978651,0.775978651,1
B487,B541,0.785019988,-0.785019988,-1
B487,B543,0.761919029,-0.761919029,-1
B487,B549,0.849923554,-0.849923554,-1
B487,B552,0.818550537,-0.818550537,-1
B487,B553,0.742866335,-0.742866335,-1
B487,B554,0.817328034,0.817328034,1
B487,B558,0.857551701,-0.857551701,-1
B487,B560,0.778281749,-0.778281749,-1
B487,B563,0.857914702,-0.857914702,-1
B487,B564,0.74934952,-0.74934952,-1
B487,B573,0.85188538,0.85188538,1
B487,B575,0.809188696,-0.809188696,-1
B487,B581,0.748392578,-0.748392578,-1
B487,B587,0.683991977,-0.683991977,-1
B487,B588,0.855386032,0.855386032,1
B487,B590,0.859431478,-0.859431478,-1
B487,B592,0.867167204,-0.867167204,-1
B487,B596,0.726186287,0.726186287,1
B487,B598,0.771489652,-0.771489652,-1
B487,B600,0.826503271,-0.826503271,-1
B487,B601,0.7651328,-0.7651328,-1
B487,B602,0.79305479,-0.79305479,-1
B487,B603,0.863521987,-0.863521987,-1
B487,B606,0.818526999,0.818526999,1
B487,B609,0.7468187,-0.7468187,-1
B487,B613,0.685770033,-0.685770033,-1
B487,B617,0.781278818,-0.781278818,-1
B487,B621,0.84909526,-0.84909526,-1
B487,B622,0.800839969,-0.800839969,-1
B487,B624,0.793835649,0.793835649,1
B487,B629,0.775694117,-0.775694117,-1
B487,B632,0.773430814,0.773430814,1
B487,B635,0.859704734,-0.859704734,-1
B487,B637,0.603739437,-0.603739437,-1
B487,B641,0.823599158,0.823599158,1
B487,B642,0.718028521,-0.718028521,-1
B487,B643,0.67910632,0.67910632,1
B487,B652,0.821147974,-0.821147974,-1
B487,B656,0.854052576,-0.854052576,-1
B487,B661,0.822060962,-0.822060962,-1
B487,B662,0.779917091,-0.779917091,-1
B487,B663,0.807370483,-0.807370483,-1
B487,F9,0.714315666,0.714315666,1
B487,F29,0.872311846,0.872311846,1
B487,F33,0.656716449,-0.656716449,-1
B487,F36,0.765164539,-0.765164539,-1
B487,F41,0.707721448,-0.707721448,-1
B487,F56,0.663405397,-0.663405397,-1
B487,F68,0.66028178,-0.66028178,-1
B487,F71,0.715270951,-0.715270951,-1
B487,F72,0.631571167,-0.631571167,-1
B487,F84,0.786761828,-0.786761828,-1
B487,F87,0.82315433,0.82315433,1
B487,F91,0.725001084,0.725001084,1
B487,F94,0.666129895,0.666129895,1
B487,F101,0.694802653,0.694802653,1
B487,F103,0.673835262,0.673835262,1
B487,F104,0.605202206,-0.605202206,-1
B487,F106,0.667840562,-0.667840562,-1
B487,F125,0.662430203,-0.662430203,-1
B487,F139,0.749368547,0.749368547,1
B487,F149,0.804040232,-0.804040232,-1
B487,F160,0.699093099,-0.699093099,-1
B487,F161,0.731612181,-0.731612181,-1
B487,F163,0.6319769,-0.6319769,-1
B487,F175,0.808767271,-0.808767271,-1
B487,F195,0.730786678,0.730786678,1
B487,F197,0.684584967,0.684584967,1
B487,F208,0.677203816,-0.677203816,-1
B487,F218,0.800912927,0.800912927,1
B487,F230,0.863968912,-0.863968912,-1
B487,F249,0.659819883,-0.659819883,-1
B487,F266,0.731230925,0.731230925,1
B487,F267,0.630693901,0.630693901,1
B487,F268,0.810077694,0.810077694,1
B487,F298,0.747949669,0.747949669,1
B487,F301,0.767940708,0.767940708,1
B487,F307,0.60945779,-0.60945779,-1
B487,F315,0.719027579,-0.719027579,-1
B487,F321,0.654866541,-0.654866541,-1
B487,F322,0.714661971,-0.714661971,-1
B487,F328,0.667114253,-0.667114253,-1
B487,F348,0.627438718,0.627438718,1
B487,F351,0.716681311,-0.716681311,-1
B487,F366,0.813770705,0.813770705,1
B487,F374,0.703691385,-0.703691385,-1
B487,F382,0.689233189,-0.689233189,-1
B487,F386,0.61412731,0.61412731,1
B487,F388,0.689934976,-0.689934976,-1
B487,F408,0.749720598,-0.749720598,-1
B487,F410,0.808529941,0.808529941,1
B487,F422,0.741164219,-0.741164219,-1
B487,F429,0.65112483,0.65112483,1
B487,F443,0.690216223,0.690216223,1
B487,F455,0.632306592,-0.632306592,-1
B487,A1,0.65050873,-0.65050873,-1
B487,A15,0.646683324,0.646683324,1
B487,A17,0.67775498,-0.67775498,-1
B487,A24,0.747223825,0.747223825,1
B487,A25,0.655298419,0.655298419,1
B487,A38,0.774598707,-0.774598707,-1
B487,P1,0.621637073,-0.621637073,-1
B487,P3,0.692804616,0.692804616,1
B487,P7,0.78956288,-0.78956288,-1
B487,P8,0.640845307,-0.640845307,-1
B487,P20,0.748441276,0.748441276,1
B487,P21,0.692168988,-0.692168988,-1
B487,P25,0.706284581,0.706284581,1
B487,P26,0.771398141,0.771398141,1
B487,P31,0.791896391,-0.791896391,-1
B487,P32,0.817466491,-0.817466491,-1
B487,P41,0.704041184,0.704041184,1
B487,P44,0.737516753,-0.737516753,-1
B487,P45,0.750614572,-0.750614572,-1
B487,P50,0.751138885,0.751138885,1
B487,P51,0.641261662,0.641261662,1
B487,P52,0.743266461,-0.743266461,-1
B487,P54,0.65918413,0.65918413,1
B487,P56,0.695901014,0.695901014,1
B487,P60,0.668116784,0.668116784,1
B487,P62,0.621463225,-0.621463225,-1
B487,P65,0.620567635,-0.620567635,-1
B487,P68,0.841306414,-0.841306414,-1
B487,P76,0.802136046,-0.802136046,-1
B487,P77,0.803373716,-0.803373716,-1
B487,P86,0.670514899,-0.670514899,-1
B487,P93,0.846475071,0.846475071,1
B487,P96,0.86004795,-0.86004795,-1
B487,P98,0.615056288,-0.615056288,-1
B487,P104,0.774982075,-0.774982075,-1
B487,P106,0.750532875,-0.750532875,-1
B487,P112,0.691700127,0.691700127,1
B487,P121,0.757520747,-0.757520747,-1
B487,P125,0.663091694,-0.663091694,-1
B487,P126,0.723953989,-0.723953989,-1
B487,P128,0.645772165,0.645772165,1
B487,P130,0.753059146,-0.753059146,-1
B487,P131,0.683885595,0.683885595,1
B487,P137,0.840739469,-0.840739469,-1
B487,P140,0.648295313,0.648295313,1
B487,P144,0.66055655,0.66055655,1
B487,P145,0.792782771,0.792782771,1
B487,P146,0.783444338,0.783444338,1
B487,P148,0.639662754,-0.639662754,-1
B487,P151,0.68314185,-0.68314185,-1
B487,P155,0.71375007,-0.71375007,-1
B487,P156,0.854265956,-0.854265956,-1
B487,P160,0.68621273,0.68621273,1
B487,P162,0.660744095,0.660744095,1
B487,P164,0.885635748,-0.885635748,-1
B487,P175,0.765387729,0.765387729,1
B487,P179,0.810437401,0.810437401,1
B487,P180,0.753104566,0.753104566,1
B487,P191,0.690811053,0.690811053,1
B487,BN5,0.683554074,0.683554074,1
B487,BN6,0.727544973,-0.727544973,-1
B487,BN10,0.82641403,-0.82641403,-1
B487,OP8,0.622861882,-0.622861882,-1
B487,OP10,0.725784279,-0.725784279,-1
B493,B496,0.908123003,0.908123003,1
B493,B510,0.792074724,0.792074724,1
B493,B517,0.780856559,-0.780856559,-1
B493,B519,0.796248556,0.796248556,1
B493,B520,0.893231726,0.893231726,1
B493,B523,0.759273964,0.759273964,1
B493,B532,0.744217176,0.744217176,1
B493,B539,0.720240095,-0.720240095,-1
B493,B541,0.831897414,0.831897414,1
B493,B543,0.830011746,0.830011746,1
B493,B546,0.609231483,0.609231483,1
B493,B549,0.908378561,0.908378561,1
B493,B552,0.813891725,0.813891725,1
B493,B553,0.862231017,0.862231017,1
B493,B554,0.893376821,-0.893376821,-1
B493,B558,0.876997857,0.876997857,1
B493,B560,0.697960923,0.697960923,1
B493,B563,0.866104504,0.866104504,1
B493,B564,0.748169755,0.748169755,1
B493,B573,0.844643887,-0.844643887,-1
B493,B575,0.788940887,0.788940887,1
B493,B581,0.843096939,0.843096939,1
B493,B587,0.8002141,0.8002141,1
B493,B588,0.731599405,-0.731599405,-1
B493,B590,0.757313231,0.757313231,1
B493,B592,0.827388008,0.827388008,1
B493,B596,0.63448127,-0.63448127,-1
B493,B598,0.734733826,0.734733826,1
B493,B600,0.813005455,0.813005455,1
B493,B601,0.732997271,0.732997271,1
B493,B602,0.834155144,0.834155144,1
B493,B603,0.857077633,0.857077633,1
B493,B606,0.856161374,-0.856161374,-1
B493,B609,0.861365259,0.861365259,1
B493,B613,0.781371907,0.781371907,1
B493,B617,0.787355374,0.787355374,1
B493,B621,0.888481767,0.888481767,1
B493,B622,0.878482397,0.878482397,1
B493,B624,0.733292716,-0.733292716,-1
B493,B629,0.82199846,0.82199846,1
B493,B632,0.863362709,-0.863362709,-1
B493,B635,0.835980285,0.835980285,1
B493,B641,0.747613657,-0.747613657,-1
B493,B642,0.693798794,0.693798794,1
B493,B643,0.743765588,-0.743765588,-1
B493,B652,0.743209951,0.743209951,1
B493,B654,0.714412362,-0.714412362,-1
B493,B656,0.852138903,0.852138903,1
B493,B661,0.799693085,0.799693085,1
B493,B662,0.855128679,0.855128679,1
B493,B663,0.831822712,0.831822712,1
B493,B667,0.68597561,0.68597561,1
B493,F9,0.760263177,-0.760263177,-1
B493,F29,0.742862412,-0.742862412,-1
B493,F33,0.642662756,0.642662756,1
B493,F36,0.740088236,0.740088236,1
B493,F41,0.707361016,0.707361016,1
B493,F56,0.772099819,0.772099819,1
B493,F68,0.782097969,0.782097969,1
B493,F71,0.641449444,0.641449444,1
B493,F72,0.697336861,0.697336861,1
B493,F84,0.758381291,0.758381291,1
B493,F87,0.789901543,-0.789901543,-1
B493,F91,0.78697895,-0.78697895,-1
B493,F94,0.60377544,-0.60377544,-1
B493,F101,0.839910667,-0.839910667,-1
B493,F103,0.739665829,-0.739665829,-1
B493,F104,0.716437378,0.716437378,1
B493,F106,0.754973184,0.754973184,1
B493,F125,0.770032338,0.770032338,1
B493,F139,0.683137131,-0.683137131,-1
B493,F144,0.745444529,0.745444529,1
B493,F149,0.722855301,0.722855301,1
B493,F159,0.671605073,0.671605073,1
B493,F160,0.711251246,0.711251246,1
B493,F161,0.726921362,0.726921362,1
B493,F175,0.608939182,0.608939182,1
B493,F197,0.747766663,-0.747766663,-1
B493,F218,0.719798629,-0.719798629,-1
B493,F230,0.7987103,0.7987103,1
B493,F232,0.686090382,-0.686090382,-1
B493,F249,0.742989614,0.742989614,1
B493,F266,0.8652051,-0.8652051,-1
B493,F267,0.656157498,-0.656157498,-1
B493,F268,0.79967728,-0.79967728,-1
B493,F280,0.606878399,-0.606878399,-1
B493,F298,0.841308616,-0.841308616,-1
B493,F301,0.708646249,-0.708646249,-1
B493,F307,0.618499468,0.618499468,1
B493,F315,0.759846495,0.759846495,1
B493,F320,0.666871361,0.666871361,1
B493,F321,0.618579881,0.618579881,1
B493,F322,0.718884598,0.718884598,1
B493,F328,0.838599088,0.838599088,1
B493,F348,0.64112944,-0.64112944,-1
B493,F351,0.823162713,0.823162713,1
B493,F366,0.813841094,-0.813841094,-1
B493,F374,0.789439583,0.789439583,1
B493,F382,0.697254339,0.697254339,1
B493,F388,0.747876913,0.747876913,1
B493,F399,0.670900076,0.670900076,1
B493,F402,0.603335161,0.603335161,1
B493,F408,0.758516412,0.758516412,1
B493,F410,0.798129685,-0.798129685,-1
B493,F419,0.614757062,0.614757062,1
B493,F422,0.762859103,0.762859103,1
B493,F429,0.758667995,-0.758667995,-1
B493,F437,0.627707448,-0.627707448,-1
B493,F443,0.736117236,-0.736117236,-1
B493,F455,0.739137952,0.739137952,1
B493,A1,0.68805829,0.68805829,1
B493,A15,0.694994074,-0.694994074,-1
B493,A24,0.748218349,-0.748218349,-1
B493,A25,0.62671603,-0.62671603,-1
B493,A38,0.766344993,0.766344993,1
B493,P1,0.665478662,0.665478662,1
B493,P3,0.83883794,-0.83883794,-1
B493,P7,0.662113835,0.662113835,1
B493,P8,0.682626006,0.682626006,1
B493,P9,0.73866419,-0.73866419,-1
B493,P20,0.835326148,-0.835326148,-1
B493,P21,0.695381509,0.695381509,1
B493,P25,0.784975679,-0.784975679,-1
B493,P26,0.707310777,-0.707310777,-1
B493,P31,0.814087072,0.814087072,1
B493,P32,0.694120736,0.694120736,1
B493,P41,0.738695525,-0.738695525,-1
B493,P44,0.816964841,0.816964841,1
B493,P45,0.743765588,0.743765588,1
B493,P50,0.765753547,-0.765753547,-1
B493,P51,0.683654711,-0.683654711,-1
B493,P52,0.677519955,0.677519955,1
B493,P54,0.772777495,-0.772777495,-1
B493,P56,0.785206928,-0.785206928,-1
B493,P62,0.63028791,0.63028791,1
B493,P65,0.675544243,0.675544243,1
B493,P68,0.829156718,0.829156718,1
B493,P76,0.747829881,0.747829881,1
B493,P77,0.875106699,0.875106699,1
B493,P86,0.786556925,0.786556925,1
B493,P93,0.848677302,-0.848677302,-1
B493,P96,0.852250699,0.852250699,1
B493,P99,0.723953164,0.723953164,1
B493,P104,0.765446295,0.765446295,1
B493,P106,0.863453794,0.863453794,1
B493,P112,0.814018304,-0.814018304,-1
B493,P121,0.795622031,0.795622031,1
B493,P125,0.72031693,0.72031693,1
B493,P126,0.777675065,0.777675065,1
B493,P128,0.792602597,-0.792602597,-1
B493,P130,0.779950824,0.779950824,1
B493,P131,0.605234865,-0.605234865,-1
B493,P137,0.81038673,0.81038673,1
B493,P140,0.682962197,-0.682962197,-1
B493,P145,0.843128735,-0.843128735,-1
B493,P146,0.675968134,-0.675968134,-1
B493,P155,0.704929012,0.704929012,1
B493,P156,0.824997146,0.824997146,1
B493,P164,0.794654732,0.794654732,1
B493,P175,0.662051056,-0.662051056,-1
B493,P179,0.758485439,-0.758485439,-1
B493,P191,0.736729504,-0.736729504,-1
B493,BN5,0.686177179,-0.686177179,-1
B493,BN6,0.695501224,0.695501224,1
B493,BN10,0.828911184,0.828911184,1
B493,OP8,0.657729295,0.657729295,1
B493,OP10,0.822461529,0.822461529,1
B496,B510,0.752087832,0.752087832,1
B496,B517,0.754111252,-0.754111252,-1
B496,B519,0.855220947,0.855220947,1
B496,B520,0.83531353,0.83531353,1
B496,B523,0.779019022,0.779019022,1
B496,B532,0.695739925,0.695739925,1
B496,B539,0.732425623,-0.732425623,-1
B496,B541,0.769258607,0.769258607,1
B496,B543,0.757435393,0.757435393,1
B496,B549,0.90135778,0.90135778,1
B496,B552,0.774726616,0.774726616,1
B496,B553,0.79827226,0.79827226,1
B496,B554,0.796504441,-0.796504441,-1
B496,B558,0.844680022,0.844680022,1
B496,B560,0.726080983,0.726080983,1
B496,B563,0.824505362,0.824505362,1
B496,B564,0.779986347,0.779986347,1
B496,B573,0.82641107,-0.82641107,-1
B496,B575,0.81114961,0.81114961,1
B496,B581,0.802167047,0.802167047,1
B496,B587,0.724101298,0.724101298,1
B496,B588,0.730830933,-0.730830933,-1
B496,B590,0.817162052,0.817162052,1
B496,B592,0.869270738,0.869270738,1
B496,B598,0.73385052,0.73385052,1
B496,B600,0.824867897,0.824867897,1
B496,B601,0.735128721,0.735128721,1
B496,B602,0.789024032,0.789024032,1
B496,B603,0.814481689,0.814481689,1
B496,B606,0.818689002,-0.818689002,-1
B496,B609,0.801757342,0.801757342,1
B496,B613,0.726778679,0.726778679,1
B496,B617,0.809384241,0.809384241,1
B496,B621,0.901696728,0.901696728,1
B496,B622,0.87225,0.87225,1
B496,B624,0.750840526,-0.750840526,-1
B496,B629,0.784392983,0.784392983,1
B496,B632,0.814689564,-0.814689564,-1
B496,B635,0.841082331,0.841082331,1
B496,B641,0.761155323,-0.761155323,-1
B496,B642,0.714626339,0.714626339,1
B496,B643,0.670923724,-0.670923724,-1
B496,B652,0.701943763,0.701943763,1
B496,B654,0.61774615,-0.61774615,-1
B496,B656,0.824335063,0.824335063,1
B496,B661,0.810404716,0.810404716,1
B496,B662,0.8415167,0.8415167,1
B496,B663,0.870380508,0.870380508,1
B496,B667,0.666248377,0.666248377,1
B496,F9,0.788539322,-0.788539322,-1
B496,F29,0.827797567,-0.827797567,-1
B496,F36,0.731374325,0.731374325,1
B496,F41,0.646427246,0.646427246,1
B496,F56,0.672102299,0.672102299,1
B496,F68,0.694722884,0.694722884,1
B496,F71,0.731027381,0.731027381,1
B496,F78,0.615576545,-0.615576545,-1
B496,F84,0.757058731,0.757058731,1
B496,F87,0.812638715,-0.812638715,-1
B496,F91,0.762264297,-0.762264297,-1
B496,F94,0.613035089,-0.613035089,-1
B496,F101,0.768139801,-0.768139801,-1
B496,F103,0.746494844,-0.746494844,-1
B496,F106,0.66366886,0.66366886,1
B496,F125,0.720429803,0.720429803,1
B496,F139,0.810277532,-0.810277532,-1
B496,F144,0.610921483,0.610921483,1
B496,F149,0.704687734,0.704687734,1
B496,F159,0.602876173,0.602876173,1
B496,F160,0.696626218,0.696626218,1
B496,F161,0.680525745,0.680525745,1
B496,F175,0.662818241,0.662818241,1
B496,F195,0.616550758,-0.616550758,-1
B496,F197,0.736226319,-0.736226319,-1
B496,F218,0.750281675,-0.750281675,-1
B496,F230,0.791129237,0.791129237,1
B496,F232,0.708442344,-0.708442344,-1
B496,F249,0.603704907,0.603704907,1
B496,F266,0.868312678,-0.868312678,-1
B496,F267,0.667821699,-0.667821699,-1
B496,F268,0.814902064,-0.814902064,-1
B496,F298,0.811844295,-0.811844295,-1
B496,F301,0.755550402,-0.755550402,-1
B496,F315,0.69303303,0.69303303,1
B496,F320,0.617653543,0.617653543,1
B496,F322,0.605977493,0.605977493,1
B496,F328,0.777278872,0.777278872,1
B496,F338,0.602424842,-0.602424842,-1
B496,F348,0.656818986,-0.656818986,-1
B496,F351,0.779528065,0.779528065,1
B496,F366,0.828337964,-0.828337964,-1
B496,F374,0.752623166,0.752623166,1
B496,F382,0.634936263,0.634936263,1
B496,F388,0.663726824,0.663726824,1
B496,F408,0.744798317,0.744798317,1
B496,F410,0.871636999,-0.871636999,-1
B496,F422,0.662162189,0.662162189,1
B496,F429,0.742713449,-0.742713449,-1
B496,F443,0.728343204,-0.728343204,-1
B496,F455,0.684309379,0.684309379,1
B496,A1,0.607676628,0.607676628,1
B496,A15,0.62527964,-0.62527964,-1
B496,A24,0.722042548,-0.722042548,-1
B496,A38,0.818934638,0.818934638,1
B496,P3,0.80466193,-0.80466193,-1
B496,P7,0.738091994,0.738091994,1
B496,P8,0.697606044,0.697606044,1
B496,P20,0.767658981,-0.767658981,-1
B496,P21,0.673938899,0.673938899,1
B496,P25,0.784267128,-0.784267128,-1
B496,P26,0.721870183,-0.721870183,-1
B496,P31,0.778737552,0.778737552,1
B496,P32,0.666845083,0.666845083,1
B496,P41,0.717333695,-0.717333695,-1
B496,P44,0.786789283,0.786789283,1
B496,P45,0.72011298,0.72011298,1
B496,P50,0.67283114,-0.67283114,-1
B496,P52,0.691910384,0.691910384,1
B496,P54,0.741041552,-0.741041552,-1
B496,P56,0.783303781,-0.783303781,-1
B496,P60,0.666828433,-0.666828433,-1
B496,P62,0.733380653,0.733380653,1
B496,P65,0.662916135,0.662916135,1
B496,P68,0.870847778,0.870847778,1
B496,P76,0.779494604,0.779494604,1
B496,P77,0.821950964,0.821950964,1
B496,P86,0.81884759,0.81884759,1
B496,P93,0.834807803,-0.834807803,-1
B496,P96,0.867101231,0.867101231,1
B496,P98,0.653423691,0.653423691,1
B496,P99,0.690573478,0.690573478,1
B496,P104,0.750662523,0.750662523,1
B496,P106,0.812891667,0.812891667,1
B496,P112,0.735154783,-0.735154783,-1
B496,P121,0.76827867,0.76827867,1
B496,P125,0.681971068,0.681971068,1
B496,P126,0.744226559,0.744226559,1
B496,P128,0.707501724,-0.707501724,-1
B496,P130,0.70773085,0.70773085,1
B496,P137,0.814431744,0.814431744,1
B496,P144,0.687308651,-0.687308651,-1
B496,P145,0.74330025,-0.74330025,-1
B496,P155,0.683331825,0.683331825,1
B496,P156,0.784394827,0.784394827,1
B496,P160,0.661174502,-0.661174502,-1
B496,P164,0.797533397,0.797533397,1
B496,P175,0.630867003,-0.630867003,-1
B496,P179,0.678900119,-0.678900119,-1
B496,P191,0.709208143,-0.709208143,-1
B496,BN5,0.746390942,-0.746390942,-1
B496,BN6,0.680166721,0.680166721,1
B496,BN10,0.783173135,0.783173135,1
B496,OP8,0.746968915,0.746968915,1
B496,OP10,0.751211803,0.751211803,1
B510,B517,0.695261957,-0.695261957,-1
B510,B519,0.768171083,0.768171083,1
B510,B520,0.752058644,0.752058644,1
B510,B523,0.704820216,0.704820216,1
B510,B532,0.814805526,0.814805526,1
B510,B539,0.641019256,-0.641019256,-1
B510,B541,0.914112383,0.914112383,1
B510,B543,0.839808966,0.839808966,1
B510,B549,0.75380509,0.75380509,1
B510,B552,0.749564625,0.749564625,1
B510,B553,0.824612307,0.824612307,1
B510,B554,0.792416058,-0.792416058,-1
B510,B558,0.848000106,0.848000106,1
B510,B560,0.760417432,0.760417432,1
B510,B563,0.774837749,0.774837749,1
B510,B564,0.847373514,0.847373514,1
B510,B573,0.724636518,-0.724636518,-1
B510,B575,0.847748014,0.847748014,1
B510,B581,0.879082229,0.879082229,1
B510,B587,0.657251597,0.657251597,1
B510,B588,0.601137825,-0.601137825,-1
B510,B590,0.647462744,0.647462744,1
B510,B592,0.752868032,0.752868032,1
B510,B596,0.710857224,-0.710857224,-1
B510,B600,0.843122278,0.843122278,1
B510,B601,0.610522882,0.610522882,1
B510,B602,0.83183987,0.83183987,1
B510,B603,0.701767607,0.701767607,1
B510,B606,0.776009087,-0.776009087,-1
B510,B609,0.769500007,0.769500007,1
B510,B613,0.662649727,0.662649727,1
B510,B617,0.838655036,0.838655036,1
B510,B621,0.697998963,0.697998963,1
B510,B622,0.766702282,0.766702282,1
B510,B624,0.638359511,-0.638359511,-1
B510,B629,0.667881812,0.667881812,1
B510,B632,0.768351917,-0.768351917,-1
B510,B635,0.778199008,0.778199008,1
B510,B641,0.788971168,-0.788971168,-1
B510,B642,0.656041444,0.656041444,1
B510,B643,0.754673997,-0.754673997,-1
B510,B652,0.609415344,0.609415344,1
B510,B654,0.672634082,-0.672634082,-1
B510,B656,0.746939818,0.746939818,1
B510,B661,0.806315426,0.806315426,1
B510,B662,0.752621444,0.752621444,1
B510,B667,0.79667418,0.79667418,1
B510,F29,0.615299368,-0.615299368,-1
B510,F33,0.649731941,0.649731941,1
B510,F36,0.652923605,0.652923605,1
B510,F41,0.715209367,0.715209367,1
B510,F56,0.839409633,0.839409633,1
B510,F68,0.832958436,0.832958436,1
B510,F72,0.746884408,0.746884408,1
B510,F84,0.724998926,0.724998926,1
B510,F87,0.627208737,-0.627208737,-1
B510,F88,0.605694245,0.605694245,1
B510,F91,0.695181597,-0.695181597,-1
B510,F94,0.714372403,-0.714372403,-1
B510,F95,0.643418551,0.643418551,1
B510,F101,0.772322007,-0.772322007,-1
B510,F103,0.662566983,-0.662566983,-1
B510,F104,0.648441335,0.648441335,1
B510,F106,0.729363606,0.729363606,1
B510,F125,0.741161916,0.741161916,1
B510,F144,0.696243656,0.696243656,1
B510,F148,0.635300625,0.635300625,1
B510,F149,0.644480062,0.644480062,1
B510,F153,0.617715517,0.617715517,1
B510,F159,0.601270068,0.601270068,1
B510,F160,0.688948838,0.688948838,1
B510,F161,0.717695236,0.717695236,1
B510,F197,0.735256146,-0.735256146,-1
B510,F230,0.674315556,0.674315556,1
B510,F249,0.693979537,0.693979537,1
B510,F266,0.714508588,-0.714508588,-1
B510,F268,0.603734761,-0.603734761,-1
B510,F270,0.640519171,0.640519171,1
B510,F298,0.751411046,-0.751411046,-1
B510,F307,0.629293622,0.629293622,1
B510,F315,0.693530897,0.693530897,1
B510,F320,0.696789015,0.696789015,1
B510,F321,0.687282131,0.687282131,1
B510,F322,0.734989634,0.734989634,1
B510,F328,0.799423042,0.799423042,1
B510,F342,0.628076248,0.628076248,1
B510,F348,0.604267508,-0.604267508,-1
B510,F351,0.75239632,0.75239632,1
B510,F360,0.627177077,0.627177077,1
B510,F362,0.645773306,0.645773306,1
B510,F366,0.626429167,-0.626429167,-1
B510,F374,0.66591891,0.66591891,1
B510,F388,0.717312725,0.717312725,1
B510,F399,0.84733739,0.84733739,1
B510,F402,0.620197043,0.620197043,1
B510,F408,0.70705714,0.70705714,1
B510,F410,0.657394525,-0.657394525,-1
B510,F422,0.608865134,0.608865134,1
B510,F429,0.754673997,-0.754673997,-1
B510,F437,0.733697883,-0.733697883,-1
B510,F443,0.645086775,-0.645086775,-1
B510,F455,0.613563903,0.613563903,1
B510,F459,0.657304376,0.657304376,1
B510,A15,0.748148095,-0.748148095,-1
B510,A24,0.732225604,-0.732225604,-1
B510,A25,0.720540883,-0.720540883,-1
B510,A38,0.653056374,0.653056374,1
B510,P1,0.683186173,0.683186173,1
B510,P3,0.848984333,-0.848984333,-1
B510,P9,0.769699348,-0.769699348,-1
B510,P15,0.652987201,-0.652987201,-1
B510,P20,0.682301239,-0.682301239,-1
B510,P21,0.672205806,0.672205806,1
B510,P25,0.768292983,-0.768292983,-1
B510,P26,0.779891863,-0.779891863,-1
B510,P30,0.602788169,0.602788169,1
B510,P31,0.739166233,0.739166233,1
B510,P39,0.63019377,0.63019377,1
B510,P41,0.775344716,-0.775344716,-1
B510,P44,0.704763831,0.704763831,1
B510,P45,0.793829412,0.793829412,1
B510,P50,0.66756098,-0.66756098,-1
B510,P52,0.61583511,0.61583511,1
B510,P54,0.834979415,-0.834979415,-1
B510,P56,0.82134658,-0.82134658,-1
B510,P62,0.685116559,0.685116559,1
B510,P65,0.662128154,0.662128154,1
B510,P68,0.740585678,0.740585678,1
B510,P76,0.738359241,0.738359241,1
B510,P77,0.72702201,0.72702201,1
B510,P86,0.767127136,0.767127136,1
B510,P93,0.741245339,-0.741245339,-1
B510,P96,0.797015386,0.797015386,1
B510,P99,0.629134487,0.629134487,1
B510,P104,0.766866567,0.766866567,1
B510,P106,0.741645758,0.741645758,1
B510,P107,0.710312453,-0.710312453,-1
B510,P112,0.797086579,-0.797086579,-1
B510,P121,0.70647416,0.70647416,1
B510,P125,0.748756065,0.748756065,1
B510,P126,0.637524419,0.637524419,1
B510,P128,0.774757146,-0.774757146,-1
B510,P137,0.654039918,0.654039918,1
B510,P145,0.744762837,-0.744762837,-1
B510,P151,0.60121728,0.60121728,1
B510,P155,0.71924767,0.71924767,1
B510,P156,0.708145927,0.708145927,1
B510,P164,0.766994246,0.766994246,1
B510,P175,0.607103575,-0.607103575,-1
B510,P179,0.692896893,-0.692896893,-1
B510,P191,0.713808877,-0.713808877,-1
B510,BN2,0.644670505,-0.644670505,-1
B510,BN6,0.690172102,0.690172102,1
B510,BN10,0.619187892,0.619187892,1
B510,OP8,0.640812601,0.640812601,1
B515,F10,0.682613075,0.682613075,1
B515,F171,0.619359779,0.619359779,1
B515,F243,0.683451709,0.683451709,1
B515,F355,0.611557248,0.611557248,1
